Species Strain Condition Line Genotype RSS r2 rmax rmax_se topt topt_se ctmin ctmin_se ctmax ctmax_se tolerance breadth An_rmax An_topt An_ctmax An_ctmin An_tolerance An_breadth rmax_rel topt_rel ctmax_rel ctmin_rel tolerance_rel breadth_rel
Sm Sm-1 Ancestral Ancestral Ancestral 0.002 0.968 0.537 0.028 30.39 1.181 -2.966 6.93 35.845 1.663 38.811 9.612 0.537 30.39 35.845 -2.966 38.811 9.612 0 0 0 0 0 0
Sm Sm-1 Control 1 I1 0.0006277 0.995 0.55 0.016 30.793 0.427 6.111 1.808 36.141 0.828 30.03 8.14 0.537 30.39 35.845 -2.966 38.811 9.612 0.013 0.402999999999999 0.295999999999999 9.077 -8.781 -1.472
Sm Sm-1 Control 1 I2 0.0009583 0.993 0.562 0.02 30.888 0.512 6.933 1.963 35.664 0.761 28.731 7.572 0.537 30.39 35.845 -2.966 38.811 9.612 0.025 0.498000000000001 -0.180999999999997 9.899 -10.08 -2.04
Sm Sm-1 Control 1 I3 0.0006767 0.995 0.575 0.017 30.76 0.433 6.38 1.643 35.439 0.517 29.059 7.576 0.537 30.39 35.845 -2.966 38.811 9.612 0.0379999999999999 0.370000000000001 -0.405999999999999 9.346 -9.752 -2.036
Sm Sm-1 Control 2 I1 0.002 0.983 0.547 0.028 30.428 0.774 7.352 2.883 35.617 0.95 28.265 7.789 0.537 30.39 35.845 -2.966 38.811 9.612 0.01 0.0380000000000003 -0.228000000000002 10.318 -10.546 -1.823
Sm Sm-1 Control 2 I2 0.001 0.989 0.554 0.027 31.069 0.701 5.931 2.654 35.345 0.87 29.414 7.356 0.537 30.39 35.845 -2.966 38.811 9.612 0.017 0.678999999999998 -0.5 8.897 -9.397 -2.256
Sm Sm-1 Control 2 I3 0.002 0.986 0.562 0.029 30.805 0.744 7.275 2.769 35.57 1 28.295 7.503 0.537 30.39 35.845 -2.966 38.811 9.612 0.025 0.414999999999999 -0.274999999999999 10.241 -10.516 -2.109
Sm Sm-1 Control 3 I1 0.002 0.985 0.54 0.028 30.629 0.724 7.843 3.009 36.743 1.788 28.9 8.413 0.537 30.39 35.845 -2.966 38.811 9.612 0.003 0.239000000000001 0.898000000000003 10.809 -9.911 -1.199
Sm Sm-1 Control 3 I2 5.112e-05 1 0.576 0.011 31.863 0.24 3.435 0.895 34.814 0.244 31.379 6.672 0.537 30.39 35.845 -2.966 38.811 9.612 0.0389999999999999 1.473 -1.031 6.401 -7.432 -2.94
Sm Sm-1 Control 3 I3 0.001 0.991 0.574 0.032 31.535 0.751 5.492 2.394 34.725 0.559 29.233 6.643 0.537 30.39 35.845 -2.966 38.811 9.612 0.0369999999999999 1.145 -1.12 8.458 -9.578 -2.969
Sm Sm-1 Control 4 I1 0.001 0.989 0.549 0.029 31.22 0.761 5.563 2.69 34.98 0.696 29.417 7.016 0.537 30.39 35.845 -2.966 38.811 9.612 0.012 0.829999999999998 -0.865000000000002 8.529 -9.394 -2.596
Sm Sm-1 Control 4 I2 0.001 0.992 0.577 0.03 31.569 0.724 5.254 2.233 34.624 0.462 29.37 6.547 0.537 30.39 35.845 -2.966 38.811 9.612 0.0399999999999999 1.179 -1.221 8.22 -9.441 -3.065
Sm Sm-1 Control 4 I3 0.002 0.987 0.551 0.027 30.693 0.715 7.255 2.669 35.589 0.938 28.334 7.605 0.537 30.39 35.845 -2.966 38.811 9.612 0.014 0.303000000000001 -0.256 10.221 -10.477 -2.007
Sm Sm-1 Treatment 1 I1 0.001 0.99 0.498 0.02 30.536 0.618 7.016 2.337 35.626 0.789 28.61 7.801 0.537 30.39 35.845 -2.966 38.811 9.612 -0.039 0.146000000000001 -0.219000000000001 9.982 -10.201 -1.811
Sm Sm-1 Treatment 1 I2 0.002 0.985 0.483 0.023 30.338 0.72 7.392 2.785 36.051 1.131 28.659 8.141 0.537 30.39 35.845 -2.966 38.811 9.612 -0.054 -0.0519999999999996 0.206000000000003 10.358 -10.152 -1.471
Sm Sm-1 Treatment 1 I3 0.002 0.982 0.519 0.029 30.786 0.856 6.175 3.187 35.249 0.877 29.074 7.438 0.537 30.39 35.845 -2.966 38.811 9.612 -0.018 0.396000000000001 -0.595999999999997 9.141 -9.737 -2.174
Sm Sm-1 Treatment 2 I1 0.001 0.968 0.432 0.031 30.259 1.155 10.217 6.055 37.057 2.789 26.84 8.391 0.537 30.39 35.845 -2.966 38.811 9.612 -0.105 -0.131 1.212 13.183 -11.971 -1.221
Sm Sm-1 Treatment 2 I2 0.0009512 0.989 0.446 0.021 31.042 0.687 5.734 2.719 35.544 0.993 29.81 7.565 0.537 30.39 35.845 -2.966 38.811 9.612 -0.091 0.652000000000001 -0.301000000000002 8.7 -9.001 -2.047
Sm Sm-1 Treatment 2 I3 0.0008535 0.992 0.477 0.018 30.621 0.576 6.73 2.08 35.118 0.494 28.388 7.381 0.537 30.39 35.845 -2.966 38.811 9.612 -0.0600000000000001 0.230999999999998 -0.726999999999997 9.696 -10.423 -2.231
Sm Sm-1 Treatment 3 I1 0.0007945 0.993 0.506 0.022 31.234 0.638 5.909 2.016 34.567 0.32 28.658 6.6 0.537 30.39 35.845 -2.966 38.811 9.612 -0.031 0.844000000000001 -1.278 8.875 -10.153 -3.012
Sm Sm-1 Treatment 3 I2 0.0008627 0.992 0.489 0.019 30.884 0.582 6.324 2.202 35.415 0.713 29.091 7.475 0.537 30.39 35.845 -2.966 38.811 9.612 -0.048 0.494 -0.43 9.29 -9.72 -2.137
Sm Sm-1 Treatment 3 I3 0.002 0.98 0.475 0.026 30.331 0.879 7.093 3.089 34.66 0.405 27.567 7.132 0.537 30.39 35.845 -2.966 38.811 9.612 -0.0620000000000001 -0.0590000000000011 -1.185 10.059 -11.244 -2.48
Sm Sm-1 Treatment 4 I1 0.0001411 0.997 0.476 0.01 30.417 0.331 10.385 1.708 36.966 0.813 26.581 8.239 0.537 30.39 35.845 -2.966 38.811 9.612 -0.0610000000000001 0.027000000000001 1.121 13.351 -12.23 -1.373
Sm Sm-1 Treatment 4 I2 0.002 0.986 0.554 0.03 30.912 0.78 6.978 2.763 35.159 0.768 28.181 7.148 0.537 30.39 35.845 -2.966 38.811 9.612 0.017 0.521999999999998 -0.686 9.944 -10.63 -2.464
Sm Sm-1 Treatment 4 I3 0.002 0.985 0.502 0.026 30.748 0.75 7.26 2.821 35.652 1.048 28.392 7.611 0.537 30.39 35.845 -2.966 38.811 9.612 -0.035 0.358000000000001 -0.192999999999998 10.226 -10.419 -2.001
Sm Sm-2 Ancestral Ancestral Ancestral 0.004 0.975 0.543 6.629 29.869 8.465 3.398 3.352 36.773 0.325 33.375 9.594 0.543 29.869 36.773 3.398 33.375 9.594 0 0 0 0 0 0
Sm Sm-2 Control 1 I1 0.002 0.992 0.554 0.015 31.223 0.34 4.172 1.851 36.186 0.076 32.014 8.219 0.543 29.869 36.773 3.398 33.375 9.594 0.011 1.354 -0.587000000000003 0.774 -1.361 -1.375
Sm Sm-2 Control 1 I2 0.001 0.995 0.576 0.626 31.397 1.221 4.748 1.506 36.115 0.053 31.367 7.986 0.543 29.869 36.773 3.398 33.375 9.594 0.0329999999999999 1.528 -0.658000000000001 1.35 -2.008 -1.608
Sm Sm-2 Control 1 I3 0.0003661 0.998 0.565 0.009 31.36 0.195 7.105 0.867 36.112 0.038 29.007 7.631 0.543 29.869 36.773 3.398 33.375 9.594 0.0219999999999999 1.491 -0.661000000000001 3.707 -4.368 -1.963
Sm Sm-2 Control 2 I1 0.002 0.994 0.557 0.015 30.787 0.298 8.335 1.381 36.004 0.068 27.669 7.674 0.543 29.869 36.773 3.398 33.375 9.594 0.014 0.917999999999999 -0.769000000000005 4.937 -5.706 -1.92
Sm Sm-2 Control 2 I2 0.004 0.986 0.583 0.024 30.709 0.452 8.418 2.07 36.01 0.107 27.592 7.72 0.543 29.869 36.773 3.398 33.375 9.594 0.0399999999999999 0.84 -0.763000000000005 5.02 -5.783 -1.874
Sm Sm-2 Control 2 I3 0.008 0.97 0.587 0.032 30.924 0.655 7.292 3.086 36.166 0.17 28.874 7.877 0.543 29.869 36.773 3.398 33.375 9.594 0.0439999999999999 1.055 -0.607000000000006 3.894 -4.501 -1.717
Sm Sm-2 Control 3 I1 0.003 0.985 0.545 0.021 30.821 0.466 6.727 2.24 36.176 0.122 29.449 8.046 0.543 29.869 36.773 3.398 33.375 9.594 0.002 0.952000000000002 -0.597000000000001 3.329 -3.926 -1.548
Sm Sm-2 Control 3 I2 0.002 0.991 0.531 0.016 31.116 0.352 6.905 1.688 36.192 0.089 29.287 7.847 0.543 29.869 36.773 3.398 33.375 9.594 -0.012 1.247 -0.581000000000003 3.507 -4.088 -1.747
Sm Sm-2 Control 3 I3 0.0009996 0.995 0.541 0.012 31.198 0.255 7.066 1.226 36.175 0.062 29.109 7.763 0.543 29.869 36.773 3.398 33.375 9.594 -0.002 1.329 -0.598000000000006 3.668 -4.266 -1.831
Sm Sm-2 Control 4 I1 0.0007838 0.996 0.562 0.013 31.255 0.29 2.418 1.957 36.116 0.053 33.698 8.416 0.543 29.869 36.773 3.398 33.375 9.594 0.019 1.386 -0.657000000000004 -0.98 0.323 -1.178
Sm Sm-2 Control 4 I2 0.004 0.984 0.556 0.022 31.32 0.476 6.091 2.41 36.139 0.102 30.048 7.832 0.543 29.869 36.773 3.398 33.375 9.594 0.013 1.451 -0.634 2.693 -3.327 -1.762
Sm Sm-2 Control 4 I3 0.003 0.99 0.565 0.02 31.178 0.379 8.049 1.82 36.005 0.076 27.956 7.484 0.543 29.869 36.773 3.398 33.375 9.594 0.0219999999999999 1.309 -0.768000000000001 4.651 -5.419 -2.11
Sm Sm-2 Treatment 1 I1 0.0002644 0.991 0.356 0.011 30.01 1.158 15.037 5.748 41.866 2.413 26.829 10.902 0.543 29.869 36.773 3.398 33.375 9.594 -0.187 0.141000000000002 5.093 11.639 -6.546 1.308
Sm Sm-2 Treatment 1 I2 0.0002167 0.994 0.352 0.008 30.343 0.337 15.926 2.021 42.405 1.183 26.479 10.994 0.543 29.869 36.773 3.398 33.375 9.594 -0.191 0.474 5.632 12.528 -6.896 1.4
Sm Sm-2 Treatment 1 I3 0.0001084 0.996 0.358 0.007 29.646 0.814 14.949 4.523 41.682 1.452 26.733 11.013 0.543 29.869 36.773 3.398 33.375 9.594 -0.185 -0.222999999999999 4.909 11.551 -6.642 1.419
Sm Sm-2 Treatment 2 I1 0.0005877 0.987 0.411 0.017 29.938 1.381 15.606 5.776 41.232 2.516 25.626 10.396 0.543 29.869 36.773 3.398 33.375 9.594 -0.132 0.0689999999999991 4.459 12.208 -7.749 0.802000000000001
Sm Sm-2 Treatment 2 I2 0.0006041 0.987 0.396 0.012 29.144 0.482 17.7 1.003 40.589 0.922 22.889 10.238 0.543 29.869 36.773 3.398 33.375 9.594 -0.147 -0.725000000000001 3.816 14.302 -10.486 0.644
Sm Sm-2 Treatment 2 I3 0.0001939 0.995 0.393 0.007 29.434 0.282 17.475 2.86 41.393 0.649 23.918 10.723 0.543 29.869 36.773 3.398 33.375 9.594 -0.15 -0.434999999999999 4.62 14.077 -9.457 1.129
Sm Sm-2 Treatment 3 I1 0.0008006 0.974 0.369 0.014 30.934 0.716 10.183 3.832 39.708 1.674 29.525 9.858 0.543 29.869 36.773 3.398 33.375 9.594 -0.174 1.065 2.935 6.785 -3.85 0.264000000000001
Sm Sm-2 Treatment 3 I2 4.943e-06 0.999 0.359 0.002 31.961 0.107 8.705 0.612 40.658 0.388 31.953 9.909 0.543 29.869 36.773 3.398 33.375 9.594 -0.184 2.092 3.885 5.307 -1.422 0.315000000000001
Sm Sm-2 Treatment 3 I3 0.0005151 0.98 0.356 0.011 30.785 0.654 10.929 3.972 41.524 2.263 30.595 11.011 0.543 29.869 36.773 3.398 33.375 9.594 -0.187 0.916 4.751 7.531 -2.78 1.417
Sm Sm-2 Treatment 4 I1 9.301e-05 0.996 0.328 0.007 30.579 0.761 13.683 4.702 43.299 2.457 29.616 11.493 0.543 29.869 36.773 3.398 33.375 9.594 -0.215 0.710000000000001 6.526 10.285 -3.759 1.899
Sm Sm-2 Treatment 4 I2 2.446e-05 0.999 0.329 0.004 30.211 0.482 14.12 4.562 44.092 1.424 29.972 12.131 0.543 29.869 36.773 3.398 33.375 9.594 -0.214 0.341999999999999 7.319 10.722 -3.403 2.537
Sm Sm-2 Treatment 4 I3 0.0001155 0.993 0.315 0.008 29.809 1.265 15.715 7.804 43.903 2.803 28.188 12.496 0.543 29.869 36.773 3.398 33.375 9.594 -0.228 -0.0599999999999987 7.13 12.317 -5.187 2.902
Sp Sp-1 Ancestral Ancestral Ancestral 9.578e-05 0.999 0.558 0.006 32.146 0.152 3.264 1.148 40.097 1.14 36.833 9.32 0.558 32.146 40.097 3.264 36.833 9.32 0 0 0 0 0 0
Sp Sp-1 Control 1 I1 0.004 0.983 0.576 0.031 32.521 0.537 8.254 3.008 38.277 2.896 30.023 7.666 0.558 32.146 40.097 3.264 36.833 9.32 0.0179999999999999 0.375 -1.82 4.99 -6.81 -1.654
Sp Sp-1 Control 1 I2 0.003 0.981 0.515 0.026 32.704 0.838 8.131 3.808 40.969 6.018 32.838 8.246 0.558 32.146 40.097 3.264 36.833 9.32 -0.043 0.558 0.872 4.867 -3.995 -1.074
Sp Sp-1 Control 1 I3 0.002 0.986 0.505 0.022 31.936 0.507 7.824 2.548 38.097 1.942 30.273 8.315 0.558 32.146 40.097 3.264 36.833 9.32 -0.053 -0.210000000000001 -2 4.56 -6.56 -1.005
Sp Sp-1 Control 2 I1 0.002 0.992 0.601 0.022 32.67 0.351 7.686 1.944 37.496 1.474 29.81 7.292 0.558 32.146 40.097 3.264 36.833 9.32 0.0429999999999999 0.524000000000001 -2.601 4.422 -7.023 -2.028
Sp Sp-1 Control 2 I2 0.002 0.991 0.561 0.022 32.633 0.407 7.821 2.369 38.739 2.594 30.918 7.719 0.558 32.146 40.097 3.264 36.833 9.32 0.003 0.487000000000002 -1.358 4.557 -5.915 -1.601
Sp Sp-1 Control 2 I3 0.002 0.989 0.572 0.025 32.808 0.451 7.563 2.666 38.559 2.92 30.996 7.476 0.558 32.146 40.097 3.264 36.833 9.32 0.0139999999999999 0.661999999999999 -1.538 4.299 -5.837 -1.844
Sp Sp-1 Control 3 I1 0.002 0.991 0.576 0.022 32.709 0.386 7.362 2.085 37.132 1.34 29.77 7.158 0.558 32.146 40.097 3.264 36.833 9.32 0.0179999999999999 0.563000000000002 -2.965 4.098 -7.063 -2.162
Sp Sp-1 Control 3 I2 0.001 0.995 0.565 0.017 32.857 0.277 7.599 1.607 37.519 1.303 29.92 7.067 0.558 32.146 40.097 3.264 36.833 9.32 0.0069999999999999 0.710999999999999 -2.578 4.335 -6.913 -2.253
Sp Sp-1 Control 3 I3 0.002 0.989 0.576 0.026 32.907 0.408 7.89 2.355 37.482 1.934 29.592 6.953 0.558 32.146 40.097 3.264 36.833 9.32 0.0179999999999999 0.760999999999996 -2.615 4.626 -7.241 -2.367
Sp Sp-1 Control 4 I1 0.002 0.991 0.604 0.024 32.767 0.385 7.448 2.105 37.142 1.391 29.694 7.073 0.558 32.146 40.097 3.264 36.833 9.32 0.0459999999999999 0.621000000000002 -2.955 4.184 -7.139 -2.247
Sp Sp-1 Control 4 I2 0.002 0.989 0.58 0.024 32.593 0.423 7.515 2.303 37.451 1.662 29.936 7.403 0.558 32.146 40.097 3.264 36.833 9.32 0.0219999999999999 0.447000000000003 -2.646 4.251 -6.897 -1.917
Sp Sp-1 Control 4 I3 0.002 0.99 0.586 0.023 32.48 0.406 8.03 2.108 37.428 1.483 29.398 7.471 0.558 32.146 40.097 3.264 36.833 9.32 0.0279999999999999 0.333999999999996 -2.669 4.766 -7.435 -1.849
Sp Sp-1 Treatment 1 I1 0.0009667 0.995 0.532 0.017 33.566 0.26 8.243 1.571 36.832 1.242 28.589 5.915 0.558 32.146 40.097 3.264 36.833 9.32 -0.026 1.42 -3.265 4.979 -8.244 -3.405
Sp Sp-1 Treatment 1 I2 0.001 0.993 0.516 0.02 33.489 0.354 8.389 2.008 37.454 2.066 29.065 6.216 0.558 32.146 40.097 3.264 36.833 9.32 -0.042 1.343 -2.643 5.125 -7.768 -3.104
Sp Sp-1 Treatment 1 I3 0.001 0.992 0.513 0.02 33.193 0.384 8.771 2.101 38.109 2.434 29.338 6.708 0.558 32.146 40.097 3.264 36.833 9.32 -0.045 1.047 -1.988 5.507 -7.495 -2.612
Sp Sp-1 Treatment 2 I1 0.0008897 0.996 0.568 0.015 33.234 0.245 7.91 1.363 36.571 0.771 28.661 6.228 0.558 32.146 40.097 3.264 36.833 9.32 0.0099999999999999 1.088 -3.526 4.646 -8.172 -3.092
Sp Sp-1 Treatment 2 I2 0.002 0.988 0.523 0.025 33.2 0.56 9.613 2.587 38.797 3.669 29.184 6.808 0.558 32.146 40.097 3.264 36.833 9.32 -0.035 1.054 -1.3 6.349 -7.649 -2.512
Sp Sp-1 Treatment 2 I3 0.001 0.995 0.54 0.017 33.227 0.276 7.489 1.583 36.682 0.955 29.193 6.331 0.558 32.146 40.097 3.264 36.833 9.32 -0.018 1.081 -3.415 4.225 -7.64 -2.989
Sp Sp-1 Treatment 3 I1 0.001 0.995 0.532 0.018 33.36 0.306 9.203 1.676 37.692 1.832 28.489 6.328 0.558 32.146 40.097 3.264 36.833 9.32 -0.026 1.214 -2.405 5.939 -8.344 -2.992
Sp Sp-1 Treatment 3 I3 0.002 0.988 0.544 0.026 33.011 0.422 8.649 2.342 37.113 1.728 28.464 6.597 0.558 32.146 40.097 3.264 36.833 9.32 -0.014 0.865000000000002 -2.984 5.385 -8.369 -2.723
Sp Sp-1 Treatment 4 I1 0.002 0.991 0.537 0.022 33.177 0.359 8.382 2.047 36.944 1.457 28.562 6.373 0.558 32.146 40.097 3.264 36.833 9.32 -0.021 1.031 -3.153 5.118 -8.271 -2.947
Sp Sp-1 Treatment 4 I2 0.001 0.994 0.524 0.017 32.972 0.327 9.056 1.751 38.559 2.145 29.503 7.072 0.558 32.146 40.097 3.264 36.833 9.32 -0.034 0.826000000000001 -1.538 5.792 -7.33 -2.248
Sp Sp-1 Treatment 4 I3 0.0004954 0.997 0.475 0.011 33.008 0.222 8.592 1.112 36.269 0.451 27.677 6.296 0.558 32.146 40.097 3.264 36.833 9.32 -0.0830000000000001 0.862000000000002 -3.828 5.328 -9.156 -3.024
Sp Sp-2 Ancestral Ancestral Ancestral 0.002 0.979 0.417 0.018 32.896 1.03 -6.218 5.633 37.167 0.118 43.385 9.373 0.417 32.896 37.167 -6.218 43.385 9.373 0 0 0 0 0 0
Sp Sp-2 Control 1 I1 0.003 0.986 0.502 0.02 32.657 0.879 -4.309 4.807 37.001 0.05 41.31 9.171 0.417 32.896 37.167 -6.218 43.385 9.373 0.085 -0.239000000000004 -0.166000000000004 1.909 -2.075 -0.202
Sp Sp-2 Control 1 I2 0.003 0.987 0.515 0.106 33.261 0.748 0.285 5.416 34.782 5.458 34.497 5.752 0.417 32.896 37.167 -6.218 43.385 9.373 0.098 0.365000000000002 -2.38500000000001 6.503 -8.888 -3.621
Sp Sp-2 Control 1 I3 0.002 0.99 0.508 0.018 31.801 0.48 8.419 1.906 37.003 0.085 28.584 7.814 0.417 32.896 37.167 -6.218 43.385 9.373 0.091 -1.095 -0.164000000000001 14.637 -14.801 -1.559
Sp Sp-2 Control 2 I1 0.0005357 0.998 0.505 0.019 32.224 0.328 5.245 1.696 35.717 1.188 30.472 6.976 0.417 32.896 37.167 -6.218 43.385 9.373 0.088 -0.672000000000004 -1.45 11.463 -12.913 -2.397
Sp Sp-2 Control 2 I2 0.006 0.974 0.522 0.029 31.496 0.788 7.044 3.333 37.004 0.147 29.96 8.269 0.417 32.896 37.167 -6.218 43.385 9.373 0.105 -1.4 -0.163000000000004 13.262 -13.425 -1.104
Sp Sp-2 Control 2 I3 0.005 0.98 0.511 0.025 31.642 0.705 6.971 2.975 37.004 0.124 30.033 8.17 0.417 32.896 37.167 -6.218 43.385 9.373 0.094 -1.254 -0.163000000000004 13.189 -13.352 -1.203
Sp Sp-2 Control 3 I1 0.0007183 0.997 0.487 0.011 32.839 0.363 5.44 1.425 37.001 0.03 31.561 7.609 0.417 32.896 37.167 -6.218 43.385 9.373 0.07 -0.0570000000000022 -0.166000000000004 11.658 -11.824 -1.764
Sp Sp-2 Control 3 I2 0.001 0.993 0.48 0.014 32.683 0.481 5.895 1.912 37.001 0.046 31.106 7.67 0.417 32.896 37.167 -6.218 43.385 9.373 0.063 -0.213000000000001 -0.166000000000004 12.113 -12.279 -1.703
Sp Sp-2 Control 3 I3 0.004 0.979 0.476 0.028 33.364 1.068 4.121 3.906 37.001 0.056 32.88 7.45 0.417 32.896 37.167 -6.218 43.385 9.373 0.059 0.467999999999996 -0.166000000000004 10.339 -10.505 -1.923
Sp Sp-2 Control 4 I1 0.002 0.988 0.445 0.031 32.021 0.688 3.157 4.638 36.571 3.528 33.414 8.147 0.417 32.896 37.167 -6.218 43.385 9.373 0.028 -0.875 -0.596000000000004 9.375 -9.971 -1.226
Sp Sp-2 Control 4 I2 0.0007825 0.996 0.499 0.024 32.127 0.45 5.166 2.037 35.498 1.222 30.332 6.855 0.417 32.896 37.167 -6.218 43.385 9.373 0.082 -0.768999999999998 -1.669 11.384 -13.053 -2.518
Sp Sp-2 Control 4 I3 0.005 0.979 0.507 0.025 31.238 0.689 8.031 2.812 37.004 0.149 28.973 8.21 0.417 32.896 37.167 -6.218 43.385 9.373 0.09 -1.658 -0.163000000000004 14.249 -14.412 -1.163
Sp Sp-2 Treatment 1 I1 0.001 0.985 0.438 0.018 32.6 0.743 4.087 3.51 37.731 0.336 33.644 8.612 0.417 32.896 37.167 -6.218 43.385 9.373 0.021 -0.295999999999999 0.564 10.305 -9.741 -0.760999999999999
Sp Sp-2 Treatment 1 I2 0.0009198 0.993 0.438 0.011 31.647 0.397 9.104 1.415 37.933 0.224 28.829 8.491 0.417 32.896 37.167 -6.218 43.385 9.373 0.021 -1.249 0.765999999999998 15.322 -14.556 -0.882
Sp Sp-2 Treatment 1 I3 0.002 0.984 0.443 0.017 32.356 0.61 8.199 2.23 37.848 0.321 29.649 8.182 0.417 32.896 37.167 -6.218 43.385 9.373 0.026 -0.539999999999999 0.680999999999997 14.417 -13.736 -1.191
Sp Sp-2 Treatment 2 I1 0.007 0.942 0.445 0.032 31.442 1.151 9.609 3.915 38.621 1.041 29.012 9.007 0.417 32.896 37.167 -6.218 43.385 9.373 0.028 -1.454 1.454 15.827 -14.373 -0.366
Sp Sp-2 Treatment 2 I2 0.01 0.933 0.458 0.036 31.607 1.24 8.01 4.694 37.664 0.53 29.654 8.515 0.417 32.896 37.167 -6.218 43.385 9.373 0.041 -1.289 0.497 14.228 -13.731 -0.857999999999999
Sp Sp-2 Treatment 2 I3 0.003 0.975 0.468 0.023 32.584 0.805 7.8 2.95 37.887 0.449 30.087 8.157 0.417 32.896 37.167 -6.218 43.385 9.373 0.051 -0.311999999999998 0.719999999999999 14.018 -13.298 -1.216
Sp Sp-2 Treatment 3 I1 0.003 0.973 0.455 0.021 32.024 0.795 7.015 3.05 38.021 0.478 31.006 8.674 0.417 32.896 37.167 -6.218 43.385 9.373 0.038 -0.872 0.853999999999999 13.233 -12.379 -0.699
Sp Sp-2 Treatment 3 I2 0.004 0.974 0.467 0.025 32.684 0.876 6.003 3.41 37.335 0.206 31.332 7.926 0.417 32.896 37.167 -6.218 43.385 9.373 0.05 -0.212000000000003 0.167999999999999 12.221 -12.053 -1.447
Sp Sp-2 Treatment 3 I3 0.004 0.96 0.43 0.024 31.682 0.964 8.388 3.472 38.721 0.934 30.333 9.155 0.417 32.896 37.167 -6.218 43.385 9.373 0.013 -1.214 1.55399999999999 14.606 -13.052 -0.218
Sp Sp-2 Treatment 4 I1 0.003 0.976 0.446 0.021 32.482 0.816 5.194 3.308 37.518 0.269 32.324 8.357 0.417 32.896 37.167 -6.218 43.385 9.373 0.029 -0.414000000000001 0.350999999999999 11.412 -11.061 -1.016
Sp Sp-2 Treatment 4 I2 0.001 0.992 0.478 0.014 32.61 0.458 8.323 1.657 37.61 0.182 29.287 7.838 0.417 32.896 37.167 -6.218 43.385 9.373 0.061 -0.286000000000001 0.442999999999998 14.541 -14.098 -1.535
Sp Sp-2 Treatment 4 I3 0.002 0.986 0.444 0.015 31.762 0.561 7.684 2.121 37.85 0.287 30.166 8.596 0.417 32.896 37.167 -6.218 43.385 9.373 0.027 -1.134 0.683 13.902 -13.219 -0.776999999999999
Sc Sc-1 Ancestral Ancestral Ancestral 0.011 0.949 0.678 0.036 34.663 1.127 1.267 5.976 41.105 0.677 39.838 10.406 0.678 34.663 41.105 1.267 39.838 10.406 0 0 0 0 0 0
Sc Sc-1 Control 1 I1 0.005 0.985 0.72 0.021 33.166 0.526 9.465 1.808 41.659 0.454 32.194 10.224 0.678 34.663 41.105 1.267 39.838 10.406 0.0419999999999999 -1.497 0.554000000000002 8.198 -7.644 -0.182
Sc Sc-1 Control 1 I2 0.003 0.991 0.69 0.016 32.133 0.405 11.149 1.241 41.879 0.381 30.73 10.559 0.678 34.663 41.105 1.267 39.838 10.406 0.0119999999999999 -2.52999999999999 0.774000000000001 9.882 -9.108 0.152999999999999
Sc Sc-1 Control 1 I3 0.004 0.988 0.701 0.019 32.452 0.487 11.46 1.479 42.667 0.615 31.207 10.904 0.678 34.663 41.105 1.267 39.838 10.406 0.0229999999999999 -2.211 1.562 10.193 -8.631 0.497999999999999
Sc Sc-1 Control 2 I1 0.009 0.972 0.664 0.028 33.784 0.729 9.818 2.518 41.661 0.65 31.843 9.851 0.678 34.663 41.105 1.267 39.838 10.406 -0.014 -0.878999999999998 0.556000000000004 8.551 -7.995 -0.555
Sc Sc-1 Control 2 I2 0.005 0.983 0.658 0.021 33.023 0.558 9.985 1.866 41.761 0.507 31.776 10.265 0.678 34.663 41.105 1.267 39.838 10.406 -0.02 -1.63999999999999 0.656000000000006 8.718 -8.062 -0.141
Sc Sc-1 Control 2 I3 0.002 0.993 0.703 0.014 32.663 0.39 8.169 1.549 41.724 0.332 33.555 10.776 0.678 34.663 41.105 1.267 39.838 10.406 0.0249999999999999 -2 0.619 6.902 -6.283 0.369999999999999
Sc Sc-1 Control 3 I1 0.005 0.984 0.646 0.021 34.438 0.557 8.6 2.043 41.292 0.405 32.692 9.483 0.678 34.663 41.105 1.267 39.838 10.406 -0.032 -0.224999999999994 0.187000000000005 7.333 -7.146 -0.923
Sc Sc-1 Control 3 I2 0.006 0.98 0.639 0.023 33.225 0.622 10.38 2.053 41.972 0.629 31.592 10.243 0.678 34.663 41.105 1.267 39.838 10.406 -0.039 -1.438 0.867000000000004 9.113 -8.246 -0.163
Sc Sc-1 Control 3 I3 0.002 0.993 0.664 0.014 33.625 0.36 10.341 1.214 41.813 0.347 31.472 9.959 0.678 34.663 41.105 1.267 39.838 10.406 -0.014 -1.038 0.708000000000006 9.074 -8.366 -0.447000000000001
Sc Sc-1 Control 4 I1 0.005 0.986 0.664 0.021 33.955 0.519 9.525 1.843 41.245 0.363 31.72 9.513 0.678 34.663 41.105 1.267 39.838 10.406 -0.014 -0.707999999999998 0.140000000000001 8.258 -8.118 -0.893000000000001
Sc Sc-1 Control 4 I2 0.006 0.98 0.66 0.023 33.544 0.615 9.697 2.109 41.831 0.589 32.134 10.144 0.678 34.663 41.105 1.267 39.838 10.406 -0.018 -1.119 0.726000000000006 8.43 -7.704 -0.262
Sc Sc-1 Control 4 I3 0.01 0.96 0.618 0.03 33.214 0.902 9.658 3.047 42.562 1.142 32.904 10.785 0.678 34.663 41.105 1.267 39.838 10.406 -0.0600000000000001 -1.449 1.457 8.391 -6.934 0.379
